BATCH_ID,PRODUCTION_DATE,TEMPERATURE,DEFECT_COUNT,QUALITY_SCORE,HUMIDITY,MACHINE_RUNTIME,PRESSURE_BAR,OPERATOR_ID,MACHINE_ID
BATCH_1988,2024-01-24,158.4787148005658,30,87.0,74.3,57,1.842969348,015,04
BATCH_1349,2024-05-09,190.6456712394816,17,87.0,72.7,30,7.211918959999999,007,08
BATCH_9848,2025-01-24,156.08806805332867,48,97.0,65.5,49,8.88,013,05
BATCH_1536,2024-04-11,183.97471309505116,32,86.0,47.3,32,8.24,003,01
BATCH_1560,2024-04-29,165.7874211926152,18,91.0,46.3,36,3.91,001,06
BATCH_6538,2024-03-21,152.09940252191356,44,81.0,64.1,9,1.87,004,02
BATCH_7440,2024-06-11,237.1796310378112,27,84.0,48.4,38,8.613623668,011,09
BATCH_1215,2024-05-08,162.1653756409553,39,80.0,40.2,57,5.58,015,01
BATCH_1256,2024-04-15,188.33969963993536,10,94.0,52.5,25,5.141422531999999,002,07
BATCH_3951,2024-04-30,162.8148788951082,16,90.0,47.2,58,2.44,007,04
BATCH_7183,2024-03-19,241.69876880876805,6,91.0,72.2,58,2.597945568,004,09
BATCH_8966,2024-04-03,218.2987298660088,4,83.0,77.7,39,7.08,009,03
BATCH_1742,2024-05-21,172.0010670749941,10,98.0,57.6,24,4.122377004,003,03
BATCH_8416,2024-01-24,184.5898596229414,43,96.0,42.0,11,6.11,002,06
BATCH_8913,2024-05-08,199.3444122576611,23,89.0,53.1,6,3.217784492,004,01
BATCH_4273,2024-02-27,231.30244145311588,2,88.0,48.3,13,7.23,003,01
BATCH_9213,2024-06-19,195.3607173258544,28,91.0,36.4,21,6.211489284,003,08
BATCH_9212,2024-06-02,221.2070850186024,2,99.0,60.1,55,2.82,010,01
BATCH_3931,2024-07-14,196.0315850818936,6,86.0,71.7,52,4.889074315999999,004,03
BATCH_5846,2024-05-30,236.4120358138941,46,87.0,54.9,49,9.514079324,011,08
BATCH_9691,2024-02-04,240.39238798016308,9,96.0,38.7,49,4.300951288,019,01
BATCH_9883,2024-03-14,237.15416573445012,29,90.0,70.9,10,1.34,004,06
BATCH_3120,2024-04-19,182.03230673688384,32,89.0,39.8,58,6.84,018,05
BATCH_3054,2024-03-29,214.9373169514504,31,94.0,65.6,44,7.95,013,07
BATCH_3745,2024-04-01,238.3693785227759,29,88.0,63.7,30,6.74,013,01
BATCH_3454,2024-05-05,195.42691229253603,0,93.0,44.9,66,3.4204904359999997,009,04
BATCH_6253,2024-05-01,176.18094760857838,0,48.0,66.8,59,4.21,007,04
BATCH_9099,2024-06-11,177.37958355481547,11,86.0,70.5,35,4.640862956,010,02
BATCH_2371,2024-02-17,248.87480215242616,50,85.0,74.2,27,7.6952416359999996,011,10
BATCH_9931,2024-05-15,227.67677706890333,50,55.00000000000001,62.1,63,7.66,008,10
BATCH_5120,2024-04-03,182.6330999438095,43,86.0,40.1,36,4.12651386,006,08
BATCH_2183,2024-05-07,180.6827080211092,7,82.0,57.0,25,8.530197072,009,01
BATCH_3311,2024-03-24,192.90573720229105,36,80.0,30.8,64,1.276909552,002,01
BATCH_7873,2024-06-17,167.9979893358849,8,94.0,46.8,27,6.4,007,03
BATCH_3494,2024-07-02,159.65773015946948,8,12.0,48.6,37,9.793317104,001,05
BATCH_4910,2024-02-02,183.373093783322,45,99.0,33.5,57,2.93,019,10
BATCH_1636,2024-05-24,218.2738788787805,27,100.0,63.5,45,4.748421212,017,03
BATCH_5277,2024-03-14,228.6684439972156,46,80.0,38.7,13,9.367910412,010,05
BATCH_9952,2024-07-14,193.66970975116723,35,92.0,68.8,47,1.301730688,020,01
BATCH_9874,2024-03-01,165.45969905839888,8,86.0,33.2,50,1.39,011,02
BATCH_7324,2024-05-01,165.9579351033934,37,99.0,51.5,20,4.05,004,04
BATCH_5691,2024-06-01,151.98233278745258,2,90.0,33.3,14,4.849774184,020,10
BATCH_1070,2024-02-21,224.16280221702667,13,93.0,39.7,68,3.7,006,03
BATCH_1286,2024-05-01,204.10719033663844,34,82.0,42.1,48,1.24,009,09
BATCH_4846,2024-03-08,169.79594180766242,12,96.0,67.9,41,2.846846404,014,05
BATCH_2530,2024-05-29,202.36337412149012,13,83.0,54.8,63,9.82,013,10
BATCH_7612,2024-06-29,183.4672928672496,50,94.0,44.9,55,7.167792496,019,06
BATCH_9264,2024-04-24,182.15891724525915,8,86.0,41.9,40,5.154522576,020,04
BATCH_9849,2024-03-27,236.95166934759567,6,84.0,38.1,52,6.39,014,01
BATCH_6674,2024-06-02,192.57541449643637,38,93.0,73.1,66,6.16,016,01
BATCH_3934,2024-03-14,199.17685550968596,48,94.0,35.3,16,2.790309372,015,07
BATCH_5516,2024-04-22,155.0519953092559,32,92.0,31.6,64,7.016797252,002,05
BATCH_5042,2024-07-03,192.73650054411343,37,80.0,77.7,44,1.19,003,10
BATCH_6210,2024-01-20,193.2116299996196,21,83.0,47.8,29,3.3549902159999996,014,10
BATCH_2100,2024-04-10,246.74735548996824,12,68.0,60.6,64,6.933370656,016,10
BATCH_9130,2024-01-21,215.8796459489438,8,81.0,76.8,33,6.17,011,03
BATCH_8220,2024-03-12,185.6605165411854,18,89.0,61.4,49,7.87,008,07
BATCH_7730,2024-06-01,192.2971455917304,26,87.0,44.0,71,5.979135872,007,10
BATCH_6448,2024-03-08,235.89193473989027,19,89.0,55.1,63,2.05,014,05
BATCH_1863,2024-06-13,242.3573123047976,4,82.0,46.1,10,5.652324248,013,09
BATCH_5546,2024-03-10,189.8813812872961,6,86.0,45.3,5,1.8381430159999999,005,04
BATCH_7689,2024-02-07,229.3579943706453,7,96.0,57.7,64,7.511151544,012,04
BATCH_3802,2024-01-06,155.09881992187252,47,88.0,40.3,58,6.09,016,03
BATCH_1100,2024-06-07,177.41478811996697,32,50.0,53.1,62,2.018785728,017,01
BATCH_7510,2024-02-14,161.5849099695236,27,80.0,71.4,50,8.885277212,014,01
BATCH_3468,2024-04-20,2467.44993539947,17,80.0,65.2,11,5.809524776,007,03
BATCH_9501,2024-07-14,181.39617050263936,12,81.0,67.0,44,7.43,020,02
BATCH_2075,2024-06-25,178.8493401442,2,85.0,72.6,10,8.9,009,02
BATCH_2927,2024-03-08,174.30780724017953,27,90.0,46.4,7,1.7216215719999999,018,07
BATCH_1365,2024-01-29,166.05600629877415,44,63.0,34.3,7,4.59,004,08
BATCH_7065,2024-06-25,248.27811719959095,23,83.0,40.6,17,8.190974879999999,017,02
BATCH_7062,2024-03-05,168.6920931199311,33,69.0,60.9,19,3.429453624,009,02
BATCH_1843,2024-01-31,233.31503515462225,9,100.0,56.9,30,8.45,008,09
BATCH_9353,2024-02-16,204.83627331379105,27,80.0,56.5,65,3.87140774,013,02
BATCH_5515,2024-05-31,187.41984840354056,0,94.0,38.0,59,3.170900124,017,05
BATCH_7574,2024-01-16,170.91642062322566,23,81.0,53.5,68,3.674217604,002,09
BATCH_8739,2024-06-11,235.65718225768865,32,94.0,65.2,68,7.691794256,004,03
BATCH_1256,2024-01-31,186.66148859634092,19,85.0,78.2,14,2.859256972,017,08
BATCH_9913,2024-04-05,216.62241317778492,44,81.0,74.9,60,2.83,017,05
BATCH_5146,2024-06-14,187.77921249949335,4,87.0,49.5,53,5.389633892,009,06
BATCH_6708,2024-06-27,247.4893491582497,4,80.0,75.5,71,6.21,010,02
BATCH_4773,2024-05-25,193.8829683279349,41,81.0,72.8,14,3.563211968,020,08
BATCH_7898,2024-02-01,159.21377094771807,47,83.0,75.6,39,7.46,001,07
BATCH_2562,2024-03-20,216.885301417466,13,80.0,72.5,46,8.965256428,008,08
BATCH_1579,2024-06-15,197.42633264213896,10,42.0,62.4,6,3.0543786799999997,014,06
BATCH_6789,2024-02-19,248.26020806594545,45,93.0,53.6,52,6.81,016,06
BATCH_8046,2024-01-05,243.64003212278843,34,88.0,52.4,26,1.6292317879999998,009,10
BATCH_8333,2024-05-30,159.8325042727459,39,90.0,78.4,17,1.647158164,015,08
BATCH_2373,2024-03-16,234.3089445505399,40,96.0,30.7,56,2.97,014,04
BATCH_5297,2024-03-21,179.43289072048125,18,80.0,73.5,66,7.795215656,018,06
BATCH_1801,2024-03-21,187.2533421769521,39,91.0,37.3,31,5.98,013,05
BATCH_8629,2024-01-10,237.9938830614784,37,97.0,54.0,44,3.03,017,01
BATCH_3325,2024-05-31,168.81536456831606,48,97.0,79.1,8,2.166333592,006,05
BATCH_9560,2024-01-11,159.0799965346266,50,89.0,48.0,23,3.07506296,011,08
BATCH_9918,2025-01-19,171.43392399427907,21,89.0,71.9,33,3.0647208200000002,017,04
BATCH_6220,2024-05-08,162.33020553699475,27,99.0,66.2,52,2.83,010,06
BATCH_7003,2024-03-19,156.92761502249863,13,88.0,72.4,22,7.37,016,02
BATCH_2095,2024-01-17,245.57516237061247,15,86.0,41.2,21,2.439366088,009,07
BATCH_5805,2024-04-25,248.0768284293416,19,82.0,72.5,61,1.28,008,08
BATCH_3753,2024-04-27,1778.756126703829,15,97.0,52.9,42,5.839172243999999,018,09
BATCH_6816,2024-05-12,215.49016349164023,25,84.0,37.4,36,5.97,016,10
BATCH_5854,2024-02-01,198.67880182144253,12,92.0,56.7,47,4.75,009,07
BATCH_9939,2024-06-21,167.90851594282267,23,98.0,78.8,52,5.23,019,05
BATCH_9555,2024-01-20,187.23126619415123,42,86.0,55.6,32,5.531665948,014,09
BATCH_8179,2024-06-12,239.9512578393661,0,80.0,46.3,56,4.445051771999999,007,09
BATCH_4685,2024-02-19,238.7281780083286,9,93.0,55.4,14,3.035762828,007,09
BATCH_6636,2024-04-22,220.35459295606188,32,74.0,42.2,68,1.56,007,10
BATCH_9236,2024-05-07,220.57058663123323,0,83.0,77.4,47,2.84,002,06
BATCH_6039,2024-05-01,186.39797898533303,24,95.0,67.0,27,7.69455216,004,08
BATCH_9118,2024-07-03,225.35028061001745,8,89.0,35.0,17,9.332747136,007,02
BATCH_7147,2024-05-24,244.28468595672072,14,98.0,67.3,38,7.98,017,06
BATCH_6560,2024-03-10,205.19379023557588,20,83.0,77.6,35,8.67,010,07
BATCH_7208,2024-06-12,207.58233214433096,21,99.0,70.0,47,7.32,003,08
BATCH_6006,2024-05-20,217.25265666418,31,88.0,40.4,58,8.700497644,006,05
BATCH_6666,2024-04-30,196.8568812178696,15,97.0,55.4,20,3.5832067719999996,005,06
BATCH_1696,2024-02-10,247.87807756918983,47,80.0,51.6,69,7.97,007,07
BATCH_4070,2024-04-29,198.61327295689807,28,88.0,39.4,21,8.03,014,02
BATCH_7969,2024-05-23,174.01458759855905,34,94.0,30.8,11,8.94,002,03
BATCH_6944,2024-03-09,245.66158852793168,19,93.0,35.5,6,2.8440885,001,02
BATCH_8884,2024-04-16,208.24776046083664,44,94.0,65.8,34,2.99,004,01
BATCH_1781,2024-01-07,186.49971891559352,7,94.0,39.9,65,8.21,005,07
BATCH_5764,2024-02-28,226.1543837433209,19,80.0,58.9,12,9.25,017,09
BATCH_6282,2024-02-14,213.2014652565894,12,81.0,37.1,7,7.54631482,004,03
BATCH_1646,2024-05-16,213.28693603072475,9,91.0,56.0,63,8.86,011,08
BATCH_8966,2024-06-27,245.58300217829876,6,87.0,70.6,54,5.56407132,020,10
BATCH_2865,2024-06-20,233.12333794425516,28,91.0,39.2,43,3.1,001,03
BATCH_8613,2024-04-22,239.2903578016713,19,99.0,62.1,26,7.75,008,07
BATCH_9575,2024-01-08,215.32299833848424,36,84.0,39.9,72,4.616731295999999,010,06
BATCH_5292,2024-04-12,221.8335818598226,21,99.0,51.6,25,8.63,018,10
BATCH_2811,2024-03-05,222.8822258090058,10,88.0,64.2,59,1.07,015,09
BATCH_9977,2024-03-01,212.6210912486492,8,84.0,52.7,9,3.92,003,09
BATCH_7536,2024-05-13,187.23232103948575,33,80.0,55.9,58,9.15,014,01
BATCH_4414,2024-05-12,243.80738425788743,31,89.0,36.8,35,6.37,011,03
BATCH_8132,2024-02-07,180.04674886977122,47,82.0,71.5,30,6.583806323999999,016,04
BATCH_3626,2024-05-12,184.977040458056,5,82.0,69.8,23,9.350673512,009,05
BATCH_1295,2024-02-13,209.4496309127217,5,83.0,58.1,20,1.64,011,08
BATCH_7145,2024-05-30,188.5299628688276,20,99.0,30.2,21,9.06,003,07
BATCH_3032,2024-04-19,208.19604582048376,20,91.0,72.1,67,3.946560624,008,06
BATCH_2204,2024-04-02,193.80203358193745,18,84.0,46.3,69,1.2658779359999999,019,03
BATCH_5310,2024-01-11,159.4366009706939,2,98.0,77.6,31,2.54,019,09
BATCH_7546,2024-04-24,183.63294581399757,30,99.0,43.7,47,7.52,007,07
BATCH_5609,2024-03-02,172.77182623081328,9,84.0,34.6,10,4.462288672,006,04
BATCH_1899,2024-05-25,244.71717282497715,17,96.0,74.1,36,10.043596891999998,006,08
BATCH_7273,2024-02-16,1896.0149552266084,21,94.0,65.7,51,7.19,008,06
BATCH_2286,2024-06-18,244.6490559758451,8,90.0,69.9,42,4.09893482,020,04
BATCH_7739,2024-01-19,172.4138711633607,4,88.0,32.7,40,2.977157368,008,05
BATCH_8459,2024-06-08,212.0283389724068,40,92.0,51.4,34,1.86,004,10
BATCH_7893,2024-01-14,240.92489436366927,32,90.0,41.7,58,2.63,007,03
BATCH_3675,2024-05-21,177.87258084862927,1,80.0,64.5,49,7.06,014,04
BATCH_5221,2024-03-26,165.80499251815058,2,85.0,42.7,21,2.235281192,005,08
BATCH_9190,2024-02-08,235.728315523525,13,28.000000000000004,77.7,21,6.978876071999999,014,08
BATCH_6749,2024-04-11,244.14008973514723,29,89.0,51.3,8,5.99,019,10
BATCH_8567,2024-01-01,168.10342572173025,21,96.0,73.7,59,7.758673428,019,07
BATCH_9664,2024-01-04,162.7332370167706,10,88.0,67.7,5,6.93,005,03
BATCH_6482,2024-01-26,171.85858900062829,25,96.0,53.7,64,7.19,003,08
BATCH_9745,2024-07-01,218.99144673865348,19,97.0,42.3,11,7.674557356,019,04
BATCH_4897,2024-05-08,217.9281050837922,25,82.0,38.3,20,8.74945044,007,02
BATCH_9473,2024-01-21,235.4430642365168,20,94.0,49.9,37,1.233472564,006,09
BATCH_4509,2024-06-24,232.29617943634423,37,84.0,69.6,46,8.470902136,005,07
BATCH_6074,2024-02-28,220.9733974941187,22,83.0,73.2,37,9.493395044,002,04
BATCH_4097,2024-03-22,186.30486861987345,3,99.0,74.0,43,2.465566176,014,03
BATCH_6554,2024-05-31,202.2024515843253,15,97.0,32.4,8,1.22,009,05
BATCH_3002,2024-05-03,170.59171752476772,25,94.0,63.8,23,0.981813824,003,07
BATCH_8931,2024-06-11,183.0390743177157,31,93.0,31.6,53,9.16313604,014,04
BATCH_1430,2024-03-21,194.75036879185544,33,87.0,69.6,37,6.535543004,019,05
BATCH_8022,2024-04-03,234.1374929455166,13,90.0,43.3,65,4.24,012,09
BATCH_5003,2024-01-09,166.27096799027527,0,93.0,47.6,67,8.67,016,02
BATCH_5859,2024-03-19,197.00453739618197,47,87.0,54.6,41,10.218723796,001,02
BATCH_3238,2024-06-09,189.0974883274067,11,89.0,40.5,13,6.61207484,008,08
BATCH_3428,2024-03-01,189.7357297918096,30,91.0,32.4,45,6.92233904,013,10
BATCH_5982,2024-07-05,154.1418615185555,28,81.0,52.9,21,10.163565715999999,010,02
BATCH_6424,2024-04-29,247.7969584458621,9,96.0,52.7,39,6.86,015,03
BATCH_9620,2024-01-20,197.96541308686955,9,100.0,37.0,65,8.12,018,05
BATCH_6907,2024-01-26,223.73785983460377,29,81.0,70.0,67,6.68,006,06
BATCH_6489,2024-05-22,177.33069324775607,26,86.0,64.1,38,4.230624736,009,06
BATCH_4829,2024-06-21,174.60474411007522,33,82.0,45.5,50,8.41,014,04
BATCH_7283,2024-03-12,208.91011495641783,10,68.0,39.1,26,9.77,002,08
BATCH_4641,2024-01-21,221.54933559670803,30,81.0,69.1,36,4.3740357439999995,006,01
BATCH_5128,2024-02-21,197.56403094341348,21,96.0,68.5,23,3.7211019719999996,011,04
BATCH_1233,2024-05-15,194.7616042867755,30,99.0,76.5,34,8.35,018,06
BATCH_6860,2025-01-13,175.49379526929437,43,82.0,61.7,8,7.136766076,014,07
BATCH_1038,2024-04-23,158.89388114002577,31,88.0,34.5,15,8.46,003,01
BATCH_9008,2024-03-17,220.9919898152774,33,93.0,40.3,18,10.00774414,001,06
BATCH_9112,2024-02-11,185.4338721833848,4,94.0,33.6,27,1.97,006,04
BATCH_4681,2024-03-29,220.5632571316546,41,97.0,66.6,66,3.22,010,08
BATCH_8221,2024-07-04,245.8606086450081,17,91.0,45.4,56,4.998701,010,01
BATCH_3586,2024-06-30,201.76438129871008,21,89.0,31.4,71,9.927075447999998,018,05
BATCH_1886,2024-02-16,186.58193763831883,37,83.0,65.1,39,2.62,007,06
BATCH_4820,2024-06-03,214.34598127282504,1,98.0,54.7,64,9.55,002,09
BATCH_6790,2024-02-01,231.65198456034915,3,91.0,63.8,53,9.9,015,10
BATCH_1007,2024-04-03,236.42995282720608,19,94.0,38.8,59,1.281735884,019,04
BATCH_2275,2024-03-20,245.1150858222867,7,89.0,40.2,10,4.64,017,08
BATCH_5887,2025-01-30,163.17153308969844,44,82.0,64.0,49,7.798663036,005,07
BATCH_9255,2024-02-17,205.05254985613848,37,92.0,39.0,35,2.71,017,04
BATCH_6402,2024-02-17,230.70850980269057,29,84.0,79.1,36,5.74333508,012,09
BATCH_7901,2024-07-15,175.10179282402237,30,86.0,30.1,58,6.211489284,009,04
BATCH_1063,2024-06-21,192.6496437673788,36,87.0,45.0,7,7.365672108,011,05
BATCH_1292,2024-02-19,210.4017077434837,12,100.0,58.4,25,4.691194704,009,06
BATCH_1625,2024-07-01,235.72459870347348,4,82.0,37.1,22,4.98,005,10
BATCH_7765,2024-01-27,234.34614925908303,39,91.0,47.2,28,5.01938528,016,05
BATCH_2080,2024-05-28,193.0606728144558,4,88.0,72.6,65,2.728256532,015,04
BATCH_8328,2024-05-21,196.1745333101649,4,92.0,54.1,66,4.05,016,02
BATCH_8653,2024-03-20,181.0005072217354,47,91.0,33.4,12,5.98,018,03
BATCH_9174,2024-03-10,154.37649155932974,13,96.0,69.4,24,9.2217415,015,08
BATCH_2298,2024-02-21,234.7988898828848,10,84.0,57.0,47,8.25,009,08
BATCH_9864,2024-05-12,154.15263430462198,5,96.0,74.3,70,8.415744056,018,04
BATCH_9141,2024-01-16,166.29003712728044,39,81.0,71.1,40,1.129361688,015,04
BATCH_6460,2024-05-07,229.0083243457881,34,1.0,32.9,4,6.568637851999999,010,10
BATCH_6395,2024-03-01,196.3173710604959,6,100.0,35.0,27,8.4,005,06
BATCH_4048,2025-01-13,239.21989413911692,44,90.0,39.8,29,8.86,012,01
BATCH_6109,2025-01-19,215.76873763182783,24,91.0,61.5,42,3.816939136,011,08
BATCH_7121,2024-03-10,234.92268769810605,37,22.0,59.7,15,8.554328732,008,06
BATCH_1105,2024-02-04,233.39829101931983,10,82.0,51.3,13,6.57,016,05
BATCH_8255,2024-01-29,155.8794367343809,3,92.0,78.7,19,10.141502484,020,01
BATCH_2411,2024-06-25,199.0664399451753,49,17.0,58.7,43,2.1918442039999997,007,08
BATCH_5339,2024-01-09,193.14290436123247,48,83.0,31.2,30,8.985251232,020,02
BATCH_1780,2024-03-04,202.03934097407335,9,91.0,51.3,72,1.1748671039999998,002,06
BATCH_4715,2024-01-07,215.8088076619793,21,84.0,64.0,51,5.35,015,08
BATCH_9003,2024-05-29,211.9624706885697,40,99.0,55.6,38,8.029637496,006,08
BATCH_7244,2024-01-21,150.31377075358006,17,86.0,62.2,28,7.62,010,10
BATCH_1969,2024-07-07,151.18068281016966,34,88.0,37.4,48,4.901484884,009,07
BATCH_8749,2024-03-02,176.11507747911162,14,97.0,68.9,41,10.271813448,002,10
BATCH_5577,2024-05-17,211.4112003008616,32,89.0,30.3,58,3.18,020,05
BATCH_6282,2024-02-21,196.3226528085944,45,96.0,40.9,15,2.874425444,008,03
BATCH_7506,2024-05-21,169.50336053425283,0,87.0,50.0,63,5.02,013,02
BATCH_9534,2024-07-03,205.3707668214269,17,100.0,53.0,40,3.15780008,011,08
BATCH_8356,2024-02-07,154.2583232533245,29,95.0,66.5,5,6.987839259999999,016,07
BATCH_1228,2024-02-15,178.6408870963608,32,93.0,64.5,9,6.31,002,02
BATCH_2401,2024-04-28,207.27001998889227,50,95.0,66.8,26,3.521153932,011,09
BATCH_7732,2024-01-23,245.56126895047169,36,81.0,74.4,50,8.03,007,07
BATCH_2149,2024-04-13,1658.9307788613894,25,92.0,70.0,35,4.339561944,007,09
BATCH_7213,2024-04-30,205.20049433827631,12,100.0,37.8,36,6.43,007,03
BATCH_6402,2024-03-30,222.2131547645908,48,82.0,32.6,33,9.68,014,06
BATCH_4334,2024-04-26,226.08641900829224,18,59.0,54.7,48,2.27,018,04
BATCH_5179,2024-04-13,193.78587996642503,40,96.0,73.1,65,10.337313668,008,04
BATCH_4591,2024-06-11,154.14628436914904,3,99.0,38.2,19,7.079539568,013,10
BATCH_4456,2024-05-14,158.01336873840904,10,39.0,45.8,61,3.74730206,020,06
BATCH_4309,2024-05-07,154.78416185505105,32,13.0,51.3,14,1.11,004,05
BATCH_1440,2024-04-19,219.8754110513779,8,82.0,39.8,55,5.74,002,02
BATCH_4591,2024-02-02,157.64305051079566,11,88.0,34.3,38,2.9,018,08
BATCH_6219,2024-07-07,160.5600413067125,0,97.0,50.7,70,4.664305140000001,012,01
BATCH_1522,2024-06-18,169.3511014114849,29,86.0,72.6,39,4.21,007,05
BATCH_7839,2024-04-07,213.8990209094414,6,100.0,39.6,48,1.2796674559999999,006,10
BATCH_6508,2024-04-02,187.09848247171155,9,37.0,77.1,25,1.619579124,014,07
BATCH_8685,2024-06-29,150.36427687011624,18,41.0,33.7,67,1.05,010,07
BATCH_3617,2024-03-15,193.01696963343855,19,100.0,49.7,72,1.4306627,014,05
BATCH_3611,2024-01-04,244.3362903868928,19,94.0,75.7,5,9.609227012,012,05
BATCH_6631,2024-05-23,164.24075386417854,2,97.0,76.9,8,9.829859332,019,03
BATCH_8563,2024-04-14,244.6118080023662,11,80.0,52.0,65,6.21562614,007,05
BATCH_7428,2024-04-13,165.71112355752138,7,95.0,47.3,13,1.060414088,010,01
BATCH_9131,2025-03-05,153.30616641157826,16,91.0,68.7,24,2.57864024,006,03
BATCH_2144,2024-02-28,159.93848230207854,31,86.0,55.2,14,3.4,019,03
BATCH_2296,2024-04-11,194.7138107026284,28,88.0,52.8,56,2.535892728,007,02
BATCH_1477,2024-01-01,242.34068563728977,39,91.0,76.0,42,2.186328396,015,04
BATCH_7438,2024-06-05,168.7914143692636,45,92.0,43.1,54,1.7,012,10
BATCH_8941,2025-03-17,230.2544005017564,14,98.0,67.2,5,2.24,019,04
BATCH_5748,2024-02-18,229.1657704889957,1,96.0,47.5,11,1.9553539359999998,016,05
BATCH_2267,2024-01-19,233.3456378797829,2,96.0,49.8,32,10.29387668,003,05
BATCH_9847,2024-04-06,219.2403987459328,14,94.0,67.6,39,9.18,018,09
BATCH_1443,2024-06-19,157.3404617480635,2,84.0,30.7,5,6.57760104,011,07
BATCH_2465,2024-03-28,1524.0627485083294,21,92.0,69.3,4,3.182621216,014,01
BATCH_2984,2024-02-23,236.98283300295287,19,96.0,79.2,36,7.31189298,004,01
BATCH_1119,2024-01-19,190.8660223960319,3,88.0,34.5,65,2.15,009,07
BATCH_4241,2024-01-23,237.00708302606049,41,87.0,38.0,44,9.500289804,001,03
BATCH_9435,2024-05-27,155.53416699534668,50,81.0,72.3,27,7.2,015,03
BATCH_7751,2024-07-14,188.44798209156448,39,97.0,39.2,22,2.3380131159999995,004,08
BATCH_6968,2024-05-23,154.6206254035321,5,93.0,35.9,18,3.2,020,07
BATCH_4062,2024-06-24,179.46536471770258,29,89.0,41.0,59,8.04,016,10
BATCH_7195,2024-03-08,182.38124353087989,8,89.0,51.9,35,6.93,004,03
BATCH_1568,2024-06-10,195.9119333620328,0,81.0,48.8,51,8.04,015,04
BATCH_6261,2024-01-13,217.63903960077252,12,82.0,30.4,34,9.46,019,02
BATCH_4076,2024-05-31,151.2785130067561,46,98.0,36.9,49,2.729635484,003,09
BATCH_6697,2024-04-17,218.4440708215481,12,89.0,30.1,50,8.495723272,012,04
BATCH_4154,2024-05-22,180.3481700403532,15,81.0,38.6,33,4.51951518,005,10
BATCH_2825,2024-01-03,212.4035706796145,13,80.0,64.0,22,8.93905634,003,03
BATCH_7916,2024-06-15,169.93700670668198,15,92.0,77.8,58,4.22,020,08
BATCH_7910,2024-02-28,216.16314209228696,38,95.0,53.8,21,6.81202288,012,08
BATCH_1166,2024-04-02,183.17454460554777,6,81.0,49.6,12,2.273891848,016,02
BATCH_7264,2024-03-28,191.43287396504485,16,89.0,76.3,29,8.872866644,012,06
BATCH_7430,2024-04-14,181.0045067538824,9,96.0,71.1,64,8.124785184,002,05
BATCH_9920,2024-05-30,188.500901833853,32,98.0,47.0,33,8.415744056,004,09
BATCH_5000,2024-05-02,185.5991058675349,31,85.0,63.7,64,2.687577448,010,06
BATCH_4476,2024-01-22,195.5379078580312,42,18.0,46.3,72,2.249760188,011,01
BATCH_9108,2024-01-19,217.2007238835524,19,88.0,44.3,9,10.138744580000001,011,08
BATCH_4765,2024-03-10,183.08678629569243,18,82.0,79.3,43,1.61,012,03
BATCH_7368,2025-03-23,186.96699484785935,11,100.0,32.5,18,4.73670012,014,10
BATCH_7092,2024-05-14,225.4946769499819,28,82.0,54.0,22,4.158229756,003,02
BATCH_1977,2024-01-08,175.30609650769887,2,95.0,49.3,23,9.74919064,018,01
BATCH_3538,2024-07-09,202.51494602177328,22,90.0,49.9,50,7.078850092,005,08
BATCH_5885,2024-01-09,150.913376035619,9,93.0,58.9,55,1.1824513399999999,011,08
BATCH_5688,2024-04-03,232.6653918328567,1,95.0,59.5,43,3.31,020,10
BATCH_8394,2024-02-28,176.79068434093867,50,96.0,44.0,44,7.998611076,006,05
BATCH_9121,2024-02-05,161.64658528277056,46,4.0,41.7,70,1.84779568,020,05
BATCH_1782,2024-04-13,193.9244427091347,33,87.0,49.0,71,4.74,017,09
BATCH_8439,2024-04-20,163.098155797022,0,97.0,62.4,5,4.579499592,003,08
BATCH_6065,2024-03-20,234.2653198295185,28,85.0,31.3,69,1.7,002,09
BATCH_5394,2024-01-03,188.58936520015192,47,92.0,32.1,35,6.31,006,10
BATCH_1736,2024-04-15,151.2671382307512,11,93.0,62.9,60,7.627672988,015,06
BATCH_8422,2024-02-05,237.3203023624945,2,100.0,32.2,10,7.045065768000001,020,07
BATCH_4303,2024-05-30,158.29693281783875,24,100.0,57.9,43,4.3188776639999995,002,08
BATCH_8948,2024-03-25,178.3319216122522,14,99.0,68.5,7,8.68,003,10
BATCH_2663,2024-07-12,235.3708990848032,26,88.0,67.9,37,2.85,003,05
BATCH_9306,2024-05-12,171.3494448999228,0,80.0,66.2,20,4.66,011,01
BATCH_7425,2024-05-31,2232.1885528273697,21,90.0,64.7,5,8.651544848,001,08
BATCH_5673,2024-03-23,189.5851751940752,36,90.0,47.9,5,8.48,008,03
BATCH_4837,2024-06-30,247.429885871182,24,99.0,52.1,41,5.5,010,10
BATCH_7274,2024-02-14,172.53726575268738,2,98.0,38.3,31,4.35,013,09
BATCH_2209,2024-03-14,237.86337943005103,2,100.0,48.7,30,8.603281528,003,02
BATCH_8962,2024-03-14,158.0000614521364,0,84.0,60.2,60,9.7,015,03
BATCH_5576,2024-03-03,243.30756291895503,42,99.0,58.9,20,5.44,015,06
BATCH_5788,2024-01-19,171.96666972599107,14,91.0,43.6,29,10.056696936,008,06
BATCH_9749,2024-06-16,156.99941553303307,0,95.0,48.9,12,9.717474743999999,020,07
