batch_id,production_date,temperature,pressure,pressure_unit,machine_id,defect_count,operator_id,quality_score,humidity,machine_runtime
BATCH_5242,2024-02-25,191.9395842702917,146.3,psi,MCH_05,2,OP_001,81.0,76.3,53
BATCH_3193,2024-06-27,228.84370339996667,7.94,bar,MCH_10,3,OP_005,93.0,60.1,7
BATCH_8024,2024-04-01,219.88288732332285,7.94,bar,MCH_09,30,OP_018,98.0,62.2,62
BATCH_4833,2024-07-04,196.9261210941536,139.84,psi,MCH_09,39,OP_008,82.0,73.7,52
BATCH_7710,2024-06-24,223.87538692856697,9.85,bar,MCH_05,35,OP_012,0.88,78.6,37
BATCH_9198,2024-07-04,156.14856670122612,27.11,psi,MCH_06,9,OP_014,98.0,75.2,64
BATCH_8045,2024-05-13,222.67124344282118,14.27,psi,MACHINE05,32,OP_019,100.0,58.8,14
BATCH_7921,2024-04-27,201.87545237700863,37.8,psi,MCH_09,48,OP_009,93.0,47.1,12
BATCH_9159,2024-06-21,189.7575101471279,1.69,bar,MCH_09,47,OP_006,98.0,78.4,70
BATCH_8970,2024-02-19,218.71042189260913,9.88,bar,MCH_05,37,OP_003,83.0,46.8,20
BATCH_3088,2025-04-03,234.5284230388668,36.89,psi,MCH_03,43,OP_003,90.0,77.6,32
BATCH_8293,2024-05-31,235.47176693129552,121.07,psi,MCH_03,9,OP_011,81.0,75.4,64
BATCH_1768,2024-05-22,,46.83,psi,MCH_07,8,OP_015,0.23,65.4,28
BATCH_9163,2024-03-02,231.6743274127709,87.42,psi,MCH_02,8,OP_008,95.0,62.2,9
BATCH_7631,2024-02-14,160.59336923987976,9.16,bar,MCH_01,5,OP_007,81.0,46.6,62
BATCH_1098,2024-02-17,227.19668665149487,115.72,psi,MCH_06,23,OP_016,92.0,63.2,38
BATCH_7493,2024-01-12,225.51031065946916,30.89,psi,MCH_03,12,OP_011,98.0,42.7,4
BATCH_1246,2024-01-27,201.57477443396414,3.54,bar,MCH_07,39,OP_007,84.0,42.3,10
BATCH_7669,2024-02-17,221.02991160305186,29.34,psi,MCH_09,24,OP_010,88.0,50.6,10
BATCH_2760,2024-04-26,213.1830705376298,19.14,psi,MCH_10,49,OP_001,94.0,69.5,5
BATCH_8812,2024-02-23,231.96877008733622,5.74,bar,MCH_03,22,OP_014,0.7,70.4,67
BATCH_6613,2024-01-24,229.2828460751673,8.72,bar,MACHINE01,33,OP_008,89.0,79.1,19
BATCH_9815,2024-01-11,183.0281319908126,82.31,psi,MCH_10,19,OP_011,82.0,65.3,66
BATCH_8376,2024-03-22,188.98446352732668,4.04,bar,MCH_05,36,OP_009,80.0,43.0,71
BATCH_5293,2024-04-08,191.86227420271916,53.03,psi,MACHINE08,12,OP_013,80.0,52.0,19
BATCH_8442,2024-05-28,185.88970154795902,18.08,psi,MCH_01,42,OP_007,0.55,72.0,9
BATCH_1100,2024-02-07,,107.13,psi,MCH_07,47,OP_007,99.0,33.0,36
BATCH_9745,2024-02-21,223.25305474979203,5.5,bar,MCH_01,45,OP_002,0.21,44.0,27
BATCH_7529,2024-01-30,179.79360362663363,1.36,bar,MCH_04,6,OPER_010,91.0,43.9,41
BATCH_7476,2024-03-02,205.84502538273279,7.35,bar,MCH_01,37,OP_011,80.0,68.7,41
BATCH_2140,2024-06-30,157.85008818672728,2.19,bar,MCH_07,27,OP_010,93.0,34.1,68
BATCH_7953,2024-03-27,239.89294110571777,21.67,psi,MCH_04,12,OP_011,85.0,42.0,34
BATCH_3328,2024-02-28,155.194086936277,9.99,bar,MCH_06,26,OPER_005,80.0,42.6,5
BATCH_5709,2024-02-08,202.3858359834666,5.96,bar,MCH_05,38,OP_010,94.0,58.3,23
BATCH_7311,2024-03-29,192.4605245595733,5.31,bar,MCH_07,16,OP_015,95.0,63.7,51
BATCH_9690,2024-05-30,226.80571896787927,119.53,psi,MCH_02,15,OP_011,83.0,56.1,46
BATCH_3462,2024-03-13,240.14236420993018,134.48,psi,MCH_08,31,OP_011,94.0,75.8,14
BATCH_3542,2024-02-29,241.96819857239916,2.95,bar,MCH_02,49,OP_011,83.0,61.5,12
BATCH_2125,2024-03-31,,6.53,bar,MCH_10,21,OP_012,99.0,73.1,33
BATCH_1053,2024-01-29,164.843287873064,2.04,bar,MCH_05,38,OP_018,84.0,51.1,26
BATCH_4747,2024-04-19,,7.91,bar,MCH_01,8,OPER_003,98.0,35.7,29
BATCH_8613,2024-02-22,248.55524722789804,3.24,bar,MCH_08,17,OP_012,91.0,46.0,16
BATCH_7551,2024-05-28,213.87791157259505,2.3,bar,MCH_05,0,OP_007,91.0,58.5,65
BATCH_3148,2024-01-02,224.97503954561938,105.25,psi,MCH_03,10,OP_011,96.0,63.9,41
BATCH_8584,2024-01-01,240.9383984341681,29.76,psi,MCH_09,12,OP_016,96.0,66.7,18
BATCH_8023,2024-01-29,174.61148634513256,8.87,bar,MCH_09,22,OP_009,95.0,44.8,31
BATCH_7501,2024-01-20,248.92714099273107,59.88,psi,MCH_03,23,OP_015,97.0,56.2,45
BATCH_4772,2024-01-18,200.50901327383406,77.86,psi,MCH_02,2,OP_005,95.0,42.1,9
BATCH_6863,2024-01-08,248.84045748520913,2.81,bar,MCH_05,16,OP_015,90.0,41.8,70
BATCH_8382,2024-04-21,181.20013599615172,128.06,psi,MCH_09,33,OP_018,98.0,79.9,4
BATCH_8467,2024-07-07,190.40854699831286,1.99,bar,MCH_03,4,OP_017,81.0,54.9,62
BATCH_2747,2024-04-11,152.29464192726064,80.22,psi,MCH_08,8,OP_002,0.59,41.0,26
BATCH_5581,2024-01-31,236.26619024889388,4.51,bar,MCH_05,44,OP_019,92.0,44.7,66
BATCH_9253,2024-06-20,1786.0727864872906,8.19,bar,MCH_10,39,OP_019,92.0,76.4,43
BATCH_5220,2024-05-09,163.62459965299735,9.03,bar,MCH_06,-26,OP_015,97.0,68.2,41
BATCH_2251,2024-01-18,219.65134651850553,1.76,bar,MCH_03,45,OP_004,84.0,36.6,55
BATCH_4936,2024-05-07,217.70845217152387,9.08,bar,MCH_10,32,OP_014,99.0,37.3,17
BATCH_4276,2024-02-17,247.05920279433477,71.98,psi,MCH_04,33,OP_009,80.0,46.8,68
BATCH_5275,2024-01-30,171.81628833009893,102.97,psi,MCH_09,5,OP_017,93.0,42.7,13
BATCH_6974,2024-01-17,231.50882089413693,9.6,bar,MCH_10,16,OP_006,97.0,79.8,49
BATCH_3095,2024-01-20,,8.74,bar,MCH_05,27,OP_006,94.0,39.0,71
BATCH_6758,2024-04-13,186.56801212760175,8.5,bar,MCH_01,39,OP_013,98.0,69.9,38
BATCH_3788,2025-02-21,204.00559078903402,2.58,bar,MCH_10,32,OP_002,96.0,39.3,53
BATCH_7574,2024-02-06,220.23294290213758,9.26,bar,MCH_03,-15,OP_003,85.0,36.6,66
BATCH_7930,2024-04-30,241.0469554814888,111.91,psi,MCH_05,17,OP_013,100.0,33.6,13
BATCH_4177,2024-06-05,169.38770403233946,5.83,bar,MCH_09,16,OP_017,83.0,72.8,26
BATCH_6432,2024-04-07,230.46921381063748,6.41,bar,MCH_09,0,OP_013,0.73,42.5,10
BATCH_4155,2024-06-15,214.99259640433243,85.83,psi,MCH_02,5,OP_017,82.0,35.1,21
BATCH_9608,2024-07-17,161.08622922692996,110.9,psi,MCH_10,38,OP_012,86.0,71.7,39
BATCH_1180,2024-01-15,243.9742579743541,9.28,bar,MCH_02,21,OP_008,95.0,49.2,67
BATCH_2094,2024-06-25,241.6400785939676,18.68,psi,MCH_04,20,OP_003,83.0,40.4,55
BATCH_4224,2025-02-15,191.6038260270853,23.69,psi,MCH_07,38,OP_019,100.0,56.7,22
BATCH_8348,2024-02-26,223.6457786454775,132.75,psi,MCH_01,40,OP_014,0.94,36.2,32
BATCH_2938,2024-06-26,190.60812073918197,2.83,bar,MCH_07,41,OP_020,95.0,34.3,52
BATCH_7523,2024-06-06,210.770641705659,140.27,psi,MCH_09,44,OP_010#,94.0,64.6,36
BATCH_1804,2024-02-24,154.96076540979104,5.86,bar,MCH_04,49,OP_019,89.0,39.2,19
BATCH_3947,2024-03-05,195.50704860237693,100.35,psi,MCH_04,43,OP_011,86.0,73.6,10
BATCH_3127,2024-07-07,165.46910568425224,35.44,psi,MACHINE05,27,OP_014,0.95,42.5,44
BATCH_7024,2024-07-15,156.66850570114315,138.81,psi,MCH_07,3,OP_008,0.51,39.2,26
BATCH_6961,2024-01-27,1667.946949431107,85.13,psi,MACHINE07,4,OP_017,91.0,61.6,71
BATCH_4532,2024-03-03,236.18364729138307,4.89,bar,MCH_03,32,OP_007,82.0,46.8,28
BATCH_5417,2024-01-06,2013.7791504100455,2.98,bar,MCH_01,44,OP_005,99.0,59.2,47
BATCH_9327,2024-04-23,223.1563864893813,2.32,bar,MCH_06,22,OP_006,0.81,79.8,33
BATCH_4590,2024-01-29,182.3731485972454,66.11,psi,MCH_08,19,OP_017,94.0,79.4,54
BATCH_4544,2024-05-06,236.49220858152663,64.22,psi,MCH_09,14,OP_019,83.0,50.4,66
BATCH_5655,2024-07-02,201.56046507123398,40.51,psi,MCH_09,40,OP_007,88.0,36.9,72
BATCH_3267,2024-01-27,171.05449481638286,66.9,psi,MCH_01,16,OP_013,88.0,48.0,54
BATCH_3810,2024-04-26,199.25875432646683,2.01,bar,MCH_07,36,OP_012,80.0,68.1,28
BATCH_1431,2024-01-08,1681.176860090327,40.24,psi,MCH_10,28,OP_011,98.0,43.5,30
BATCH_6798,2024-06-14,201.8887320285101,3.06,bar,MCH_01,43,OP_013,83.0,79.5,17
BATCH_8706,2024-03-02,193.59769071290188,8.02,bar,MCH_03,33,OP_006,98.0,53.8,31
BATCH_2551,2024-04-11,182.89159933189035,21.71,psi,MCH_06,21,OP_015,97.0,72.3,24
BATCH_8273,2024-02-14,226.8065167524247,2.69,bar,MCH_01,11,OP_017,85.0,49.0,63
BATCH_2795,2024-04-21,170.09825745653993,4.93,bar,MCH_05,43,OP_007,89.0,46.6,15
BATCH_2864,2024-03-03,246.4380590829359,4.64,bar,MCH_04,27,OP_005,99.0,55.0,5
BATCH_5394,2024-03-06,176.34285157574877,3.83,bar,MCH_03,14,OP_013,95.0,68.8,22
BATCH_2461,2024-01-24,203.1261518414517,61.73,psi,MCH_08,17,OP_016,86.0,45.6,45
BATCH_9992,2024-03-21,200.91944368674518,2.82,bar,MCH_04,10,OP_011,0.96,56.1,16
BATCH_8901,2024-06-03,234.5258642875125,5.69,bar,MCH_09,45,OPER_009,80.0,74.5,46
BATCH_5863,2024-02-16,228.34265877532292,102.24,psi,MCH_09,10,OP_015,93.0,31.3,36
BATCH_5837,2024-02-15,217.19724140919146,2.48,bar,MCH_05,7,OP_014,80.0,34.5,11
BATCH_2132,2024-04-30,200.50341919298452,5.82,bar,MCH_09,13,OP_014,97.0,72.3,25
BATCH_2167,2024-02-28,,133.42,psi,MCH_09,10,OP_007,86.0,68.0,38
BATCH_2749,2024-04-25,191.34993189705534,42.68,psi,MCH_08,7,OP_010,80.0,56.7,8
BATCH_2830,2024-05-16,239.46859521583923,14.91,psi,MCH_07,15,OP_016,86.0,45.8,46
BATCH_4043,2024-02-11,216.57865724180905,111.01,psi,MCH_10,22,OP_017,99.0,49.8,13
BATCH_8797,2024-02-11,234.89697640920554,48.67,psi,MCH_07,35,OP_018,91.0,73.4,27
BATCH_5275,2024-02-17,2138.3873013039884,95.65,psi,MCH_02,32,OP_010,95.0,76.1,22
BATCH_9287,2024-04-06,151.82592386722058,107.72,psi,MCH_04,6,OP_011,94.0,41.3,18
BATCH_1384,2024-01-15,238.7905318059567,6.66,bar,MCH_01,9,OP_015,0.01,49.4,4
BATCH_1137,2025-02-22,160.9055337035433,58.93,psi,MCH_10,-31,OP_002,91.0,69.8,26
BATCH_7320,2024-01-31,179.8221383837012,3.57,bar,MACHINE03,1,OP_020,96.0,69.5,67
BATCH_2525,2024-06-10,1740.9220464862547,92.39,psi,MCH_03,26,OP_009,0.65,39.3,29
BATCH_3906,2024-06-12,237.18175985164507,42.53,psi,MCH_02,13,OP_009,89.0,43.3,42
BATCH_1132,2024-07-02,161.94361349495176,5.96,bar,MCH_06,6,OP_008,83.0,40.9,13
BATCH_6437,2024-06-12,185.89631542448475,24.57,psi,MCH_05,0,OP_019,100.0,68.7,38
BATCH_8381,2024-05-02,246.79877207454143,7.32,bar,MCH_02,22,OPER_020,88.0,75.2,43
BATCH_4640,2025-03-12,243.98786345320332,34.59,psi,MCH_07,50,OPER_013,100.0,56.8,70
BATCH_9610,2024-03-17,176.73163446239184,47.14,psi,MCH_10,31,OP_016,96.0,43.8,15
BATCH_6537,2024-05-15,186.55414528228482,9.79,bar,MCH_01,22,OP_020,87.0,30.1,10
BATCH_3766,2024-06-03,225.92317908958915,55.96,psi,MCH_07,49,OP_007,80.0,68.5,20
BATCH_9015,2025-03-05,229.3904440034018,50.12,psi,MCH_01,45,OP_007,96.0,53.7,22
BATCH_9241,2024-04-09,201.7517490890595,1.33,bar,MCH_08,45,OP_008,83.0,54.1,62
BATCH_4314,2024-06-27,193.06549170181162,32.91,psi,MCH_06,17,OP_012,95.0,60.7,10
BATCH_3728,2024-03-01,203.9659039629135,65.03,psi,MCH_01,25,OP_015#,90.0,43.9,60
BATCH_3695,2024-06-03,221.68364252298824,146.88,psi,MCH_07,5,OP_016,99.0,64.3,10
BATCH_8742,2025-04-01,156.45692213787987,91.14,psi,MCH_05,13,OP_009,87.0,66.7,54
BATCH_6810,2024-07-03,239.7235199558407,25.78,psi,MCH_01,10,OP_003,85.0,71.8,19
BATCH_9372,2024-06-27,158.35927319853914,5.65,bar,MCH_05,42,OP_006,91.0,71.3,26
BATCH_4992,2024-07-13,166.42577025802242,32.45,psi,MCH_07,45,OP_003,85.0,74.5,6
BATCH_3747,2024-01-18,179.4707726798812,1.36,bar,MCH_05,15,OP_014,80.0,64.7,58
BATCH_7311,2024-03-01,232.53908525580852,4.94,bar,MCH_06,41,OP_015,86.0,41.6,9
BATCH_6182,2024-06-03,,4.99,bar,MCH_03,18,OPER_006,98.0,47.7,56
BATCH_1569,2024-06-12,187.8633433345752,8.5,bar,MCH_02,45,OP_003,96.0,38.3,43
BATCH_3697,2024-06-17,216.20373824866454,9.32,bar,MCH_02,28,OP_003,90.0,57.2,51
BATCH_7619,2024-05-07,188.48130060168154,6.78,bar,MACHINE05,25,OP_002,94.0,40.3,38
BATCH_3328,2024-04-30,150.789265435046,4.87,bar,MCH_10,0,OP_006,99.0,30.6,57
,2024-02-21,,6.45,bar,MCH_07,13,OP_009,0.87,77.4,48
BATCH_8309,2024-03-20,246.12748356070279,143.91,psi,MCH_04,31,OP_005,100.0,55.0,11
BATCH_5036,2024-04-27,209.2180755265758,127.46,psi,MCH_05,39,OP_015,85.0,60.6,52
BATCH_6078,2024-07-15,198.99329581615476,99.98,psi,MCH_07,36,OP_003,81.0,38.5,51
BATCH_4338,2024-04-19,186.70977218407592,54.87,psi,MCH_05,19,OP_004,89.0,65.7,17
BATCH_1739,2024-05-30,154.40135373124875,38.92,psi,MCH_07,36,OP_013,98.0,79.9,55
BATCH_9964,2024-05-04,231.45454700596764,139.08,psi,MCH_06,36,OP_020,87.0,77.7,37
BATCH_7778,2024-05-15,193.68371210371032,2.64,bar,MCH_10,42,OP_017,0.11,46.7,20
BATCH_9092,2024-01-09,221.07702605295287,7.32,bar,MCH_03,14,OP_005,91.0,58.6,7
BATCH_4376,2024-04-24,154.79207869008258,3.47,bar,MACHINE03,39,OP_007,83.0,54.0,62
,2024-06-09,205.82593114207637,67.85,psi,MCH_10,23,OP_009,93.0,76.7,66
BATCH_5761,2024-06-01,247.09154208430056,2.47,bar,MCH_09,22,OP_015,91.0,59.0,31
BATCH_7260,2024-06-14,173.5689872474615,143.63,psi,MCH_02,30,OP_019,98.0,64.8,39
BATCH_2935,2024-05-26,235.22861815143756,29.04,psi,MCH_01,11,OP_018,82.0,76.2,66
BATCH_7702,2024-03-02,187.63628080779785,5.14,bar,MCH_04,47,OP_004,84.0,36.3,32
BATCH_3229,2024-02-28,222.79424394696798,55.07,psi,MACHINE09,17,OP_018,86.0,70.4,26
BATCH_2703,2024-06-08,207.12930884612118,139.34,psi,MCH_08,9,OP_001,84.0,68.4,37
BATCH_5670,2024-07-16,213.73187537336085,22.02,psi,MCH_02,48,OP_007,92.0,57.9,20
BATCH_1632,2024-06-01,247.75516979439837,77.47,psi,MCH_07,6,OP_002,100.0,44.4,27
BATCH_6766,2024-02-17,157.199713144892,1.75,bar,MCH_10,8,OP_018,100.0,66.5,15
BATCH_9106,2024-04-22,203.04182923241777,135.53,psi,MCH_01,45,OP_012,99.0,51.8,67
BATCH_2437,2024-04-24,191.46879217709346,60.23,psi,MCH_08,12,OP_020,89.0,60.7,60
BATCH_3733,2024-02-23,2357.7333080561816,15.9,psi,MCH_04,11,OPER_010,0.53,34.8,18
BATCH_4965,2024-06-09,155.9987089868003,4.03,bar,MCH_09,46,OP_013,99.0,55.0,43
BATCH_1017,2024-04-21,,5.13,bar,MCH_02,34,OP_012,93.0,69.9,50
BATCH_9540,2024-02-29,244.12406399450006,5.73,bar,MCH_01,9,OP_009,87.0,78.0,57
BATCH_9084,2024-02-02,168.7339612840368,8.08,bar,MCH_08,49,OP_007,98.0,56.7,31
BATCH_8515,2025-03-23,229.51200193654523,34.1,psi,MCH_02,10,OP_002,97.0,69.7,57
BATCH_9971,2024-05-14,,9.87,bar,MCH_09,42,OP_014,80.0,31.8,35
BATCH_4653,2024-03-14,195.51603261453212,87.85,psi,MCH_10,25,OP_019,93.0,72.8,15
BATCH_9450,2024-06-12,176.8405460404462,4.28,bar,MCH_04,0,OP_019,96.0,54.5,45
BATCH_3444,2024-07-11,188.14870587752677,106.74,psi,MCH_07,3,OP_002#,95.0,47.7,30
BATCH_2556,2024-02-22,194.47666706763331,14.88,psi,MCH_07,15,OP_019,94.0,51.1,71
BATCH_6394,2024-02-09,183.00155929659468,6.35,bar,MCH_02,19,OP_013,83.0,36.7,38
BATCH_1046,2024-06-28,224.88037661223913,6.89,bar,MCH_02,47,OP_012,0.34,33.6,31
BATCH_3355,2024-04-14,203.60644937700795,22.61,psi,MCH_06,39,OP_008,96.0,66.4,62
BATCH_8959,2024-06-13,199.63012332119388,123.72,psi,MCH_01,31,OP_003,97.0,30.0,46
BATCH_2027,2024-03-13,158.02671997578867,5.97,bar,MCH_01,9,OP_013,85.0,74.7,25
BATCH_2726,2024-03-21,216.57838394766964,5.95,bar,MCH_10,14,OP_001,94.0,42.1,51
BATCH_8155,2024-06-05,238.85580334870752,119.95,psi,MCH_03,12,OP_019,89.0,65.6,16
BATCH_3787,2024-03-28,232.03179886418047,149.33,psi,MCH_10,5,OP_008,0.18,38.7,53
BATCH_6743,2024-02-22,,25.74,psi,MCH_03,3,OP_015,96.0,39.3,42
BATCH_4779,2024-03-30,240.7936301478017,1.29,bar,MCH_05,50,OP_011,94.0,51.4,66
BATCH_7979,2024-05-19,225.87970351477867,5.56,bar,MCH_07,50,OP_017,0.17,40.6,69
BATCH_9312,2024-04-19,190.80229747341033,62.39,psi,MCH_07,43,OP_014,98.0,65.2,68
BATCH_7692,2024-05-23,184.98049704836646,5.81,bar,MCH_02,26,OP_007,98.0,41.8,46
BATCH_7364,2024-05-26,155.1123032514639,2.37,bar,MCH_08,9,OP_003,84.0,56.3,46
BATCH_7491,2024-05-23,215.76307710950783,8.03,bar,MACHINE05,14,OP_017,95.0,56.3,63
BATCH_7940,2024-04-05,221.3073182372506,1.66,bar,MCH_09,32,OP_006,98.0,70.6,29
BATCH_4875,2024-02-13,240.8413622328153,19.58,psi,MCH_09,31,OP_018,89.0,55.2,12
BATCH_8006,2024-05-21,223.28040126878346,8.75,bar,MCH_03,6,OP_004,98.0,63.4,65
BATCH_3744,2024-06-04,237.794505388637,6.62,bar,MCH_05,0,OP_013,84.0,60.1,33
BATCH_2653,2024-03-27,166.92367182170193,9.19,bar,MCH_03,34,OP_020,99.0,41.8,34
BATCH_6725,2024-05-03,235.26356951747488,127.33,psi,MCH_07,17,OP_014,97.0,58.3,25
BATCH_9324,2024-07-18,174.87366836376432,115.97,psi,MCH_04,4,OP_017,95.0,63.7,27
BATCH_3217,2024-02-27,220.33619261469107,71.12,psi,MCH_10,9,OP_002,80.0,61.7,59
BATCH_9916,2024-07-10,164.35316655922512,54.06,psi,MACHINE02,38,OP_012,81.0,78.3,32
BATCH_3589,2024-04-29,197.03492116638762,4.6,bar,MCH_03,20,OP_018,99.0,77.7,30
BATCH_8239,2024-06-05,172.70561348460828,5.23,bar,MCH_04,1,OP_006,80.0,70.7,22
BATCH_9513,2024-03-14,180.89642424759052,19.76,psi,MCH_03,31,OP_007,97.0,46.7,9
BATCH_6431,2024-03-03,235.0597003025745,8.09,bar,MCH_10,9,OP_010,0.97,31.2,40
BATCH_8429,2024-03-23,211.34784049729328,125.6,psi,MCH_06,8,OP_014,92.0,57.8,58
BATCH_5081,2024-07-12,152.59931212272005,7.39,bar,MCH_03,24,OP_016,98.0,36.5,8
BATCH_8566,2024-06-28,219.43878638635624,10.0,bar,MCH_04,34,OP_015,83.0,37.1,28
BATCH_9227,2024-02-16,229.90134121235738,3.53,bar,MCH_10,33,OP_011,83.0,43.7,11
BATCH_7366,2024-02-09,240.30327599212438,7.66,bar,MACHINE03,37,OP_005,84.0,52.6,39
BATCH_3058,2024-06-09,,93.99,psi,MCH_01,44,OP_002,95.0,69.9,13
BATCH_1683,2024-05-06,201.6766119969217,2.75,bar,MACHINE09,11,OP_011,98.0,55.7,21
BATCH_5115,2024-06-03,,92.43,psi,MCH_05,22,OP_005,97.0,66.1,52
BATCH_3062,2024-02-14,224.32285671646463,3.96,bar,MCH_01,45,OP_001,81.0,36.1,16
BATCH_5811,2024-02-16,244.81137626805588,6.84,bar,MACHINE10,46,OP_003,86.0,30.9,42
BATCH_7640,2024-01-30,175.28429621351836,64.17,psi,MCH_07,49,OP_010,93.0,40.6,4
BATCH_3998,2024-02-01,232.0987207561953,4.56,bar,MCH_08,19,OP_013,82.0,40.9,14
BATCH_9926,2024-07-09,180.0675121773224,5.98,bar,MCH_03,5,OP_019,86.0,78.5,41
BATCH_3595,2024-04-22,243.1938260215356,9.2,bar,MCH_01,17,OP_012,90.0,48.2,6
BATCH_9276,2024-07-09,153.98768653543743,2.43,bar,MCH_06,13,OP_007,82.0,30.2,50
BATCH_6685,2024-02-19,225.69726170240972,134.98,psi,MCH_01,29,OPER_010,90.0,60.5,44
BATCH_7623,2024-04-27,163.05432888084843,82.94,psi,MCH_02,0,OP_009,97.0,44.5,21
BATCH_9011,2024-04-19,214.9782103323702,8.2,bar,MCH_05,48,OP_017,87.0,35.1,49
BATCH_1224,2024-07-04,220.92381235625072,51.66,psi,MCH_06,49,OP_017,84.0,57.5,50
BATCH_8748,2024-06-13,178.186828961972,110.1,psi,MACHINE10,28,OP_006,97.0,68.7,46
BATCH_1314,2024-06-24,247.2763529630363,144.76,psi,MCH_05,16,OP_010,93.0,78.8,43
BATCH_1426,2024-07-10,224.44235204477587,90.7,psi,MCH_06,39,OP_003,86.0,50.3,26
BATCH_6620,2024-06-14,240.87299141269722,34.17,psi,MACHINE03,28,OP_015,93.0,39.8,61
BATCH_7800,2024-06-14,159.0190431274619,2.98,bar,MCH_02,10,OP_001,96.0,47.3,29
BATCH_6351,2024-02-24,189.04119020506351,85.65,psi,MCH_02,33,OP_015,84.0,35.3,54
BATCH_8979,2024-06-13,234.80055985733668,5.89,bar,MCH_08,16,OP_004,83.0,36.6,63
BATCH_3201,2024-03-23,172.86524600829677,85.76,psi,MACHINE07,17,OP_020,0.96,79.0,20
BATCH_3337,2024-03-27,167.77739076609214,5.77,bar,MCH_08,42,OP_006,91.0,79.9,60
BATCH_3280,2024-01-19,176.8800931805149,53.95,psi,MACHINE01,46,OP_003,87.0,40.1,41
,2024-06-09,164.04898926720247,39.08,psi,MCH_07,26,OP_005,81.0,77.3,65
BATCH_4790,2024-07-15,181.28271059857826,99.72,psi,MCH_05,12,OP_010,90.0,60.3,18
BATCH_3428,2024-02-16,248.5337711686983,7.23,bar,MCH_08,8,OP_016,81.0,56.7,40
BATCH_3976,2024-01-26,166.60685566380755,4.54,bar,MCH_04,4,OP_018,0.4,52.8,38
BATCH_2802,2024-01-20,201.58341786756768,90.62,psi,MCH_07,39,OP_014,93.0,58.6,63
BATCH_7104,2024-05-20,157.18095560176144,70.87,psi,MCH_07,33,OP_008,99.0,73.8,29
BATCH_2596,2025-01-11,197.3241537562638,131.12,psi,MCH_02,22,OP_004,89.0,73.2,37
BATCH_9734,2024-07-04,235.77777232119843,5.08,bar,MCH_06,27,OP_004,87.0,36.6,43
BATCH_1293,2024-05-26,211.31128254707315,5.91,bar,MCH_08,48,OP_020,97.0,34.6,13
BATCH_7093,2024-01-12,220.75081967623964,9.22,bar,MCH_07,25,OP_001,82.0,79.5,28
BATCH_3927,2024-01-27,,15.75,psi,MCH_03,50,OP_017,0.92,61.5,22
BATCH_6033,2024-05-07,237.10126772025023,3.64,bar,MCH_01,33,OP_012,85.0,47.4,6
BATCH_3309,2024-05-19,196.12361890171826,35.04,psi,MCH_02,24,OP_016,84.0,64.8,70
BATCH_4492,2024-01-13,192.04120455570137,8.65,bar,MCH_10,9,OP_002,97.0,31.7,28
BATCH_8770,2024-01-16,248.77271981889152,56.41,psi,MCH_03,1,OP_016,95.0,39.0,7
BATCH_4780,2024-01-09,188.79140450885876,3.48,bar,MCH_08,22,OP_015,86.0,43.2,49
BATCH_8189,2024-01-28,154.26423334749038,49.5,psi,MCH_05,29,OP_012,84.0,30.7,55
BATCH_8672,2024-03-08,210.34044624963263,59.09,psi,MCH_03,31,OPER_011,91.0,33.4,23
BATCH_4424,2024-05-19,228.40940707972175,25.89,psi,MCH_07,16,OP_008,90.0,34.0,58
BATCH_7828,2024-04-26,237.55742865138157,2.04,bar,MCH_04,8,OP_003,99.0,63.4,50
BATCH_1530,2024-05-10,155.2611088905864,138.84,psi,MCH_01,5,OP_013,87.0,65.2,45
BATCH_4044,2024-05-19,157.70730234479103,9.79,bar,MCH_05,3,OP_001,88.0,65.6,30
BATCH_8567,2024-06-11,229.20769953731056,116.18,psi,MCH_03,46,OP_007,98.0,67.2,57
BATCH_2240,2024-03-27,191.64718446349815,98.0,psi,MCH_02,46,OP_016,82.0,65.1,38
BATCH_4329,2024-03-07,158.00005453270904,3.62,bar,MCH_07,1,OP_017,92.0,69.7,42
,2024-05-08,165.15133416335607,9.83,bar,MCH_04,50,OP_012,0.06,38.1,21
BATCH_3701,2024-02-28,216.780245175863,131.15,psi,MCH_06,7,OP_014,96.0,39.7,52
BATCH_5681,2024-02-05,161.21613608709708,51.47,psi,MCH_01,2,OP_008,87.0,31.8,56
BATCH_4318,2024-06-28,1789.850904236656,137.81,psi,MCH_06,37,OPER_016,82.0,41.0,32
BATCH_7460,2024-04-09,164.85794207216742,7.61,bar,MCH_07,41,OP_014,87.0,51.6,40
BATCH_9977,2024-01-13,243.76360707083194,9.71,bar,MACHINE04,27,OP_003,96.0,59.5,12
BATCH_8931,2024-04-15,181.99027564340807,9.89,bar,MCH_02,49,OP_005,86.0,30.5,63
BATCH_2665,2024-05-08,160.09493273017324,68.46,psi,MCH_03,23,OP_012,81.0,75.4,64
BATCH_5625,2024-05-10,151.2575791823601,5.49,bar,MCH_07,19,OP_001,80.0,45.2,37
BATCH_2686,2024-01-26,155.2205610489438,5.07,bar,MCH_06,49,OPER_020,83.0,49.8,22
BATCH_1251,2025-02-07,1716.843633904424,127.01,psi,MCH_08,17,OP_007,100.0,36.7,9
BATCH_4022,2024-02-16,170.7379059332493,31.23,psi,MCH_04,8,OP_003,98.0,53.3,44
